Date,series,OPEN,HIGH,LOW,PREV_CLOSE,LTP,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
12-Feb-21,EQ,975,986.5,957.6,970.4,962.8,960.4,974.32,"1,067.00",375.25,8045740,"7,83,91,28,738.95",152352
15-Feb-21,EQ,970,971.25,950.1,960.4,955.8,954.65,957.08,"1,067.00",375.25,4643228,"4,44,39,54,017.15",196711
16-Feb-21,EQ,957,962.25,944.1,954.65,953.2,952.3,952.29,"1,067.00",375.25,3277086,"3,12,07,29,721.75",100939
17-Feb-21,EQ,952,958.4,941,952.3,943,943.2,946.95,"1,067.00",375.25,3643176,"3,44,98,87,496.30",98699
18-Feb-21,EQ,944,956.75,938.35,943.2,950,948.1,947.26,"1,067.00",375.25,5133094,"4,86,23,56,031.00",160532
19-Feb-21,EQ,950,958,944.45,948.1,949.9,950.15,951.79,"1,067.00",375.25,5494816,"5,22,99,37,782.50",127863
22-Feb-21,EQ,949.5,951.45,916.05,950.15,918.6,920.15,930.32,"1,067.00",375.25,5043203,"4,69,17,80,610.25",154368
23-Feb-21,EQ,924,930,906.55,920.15,911.45,909.95,916.56,"1,067.00",375.25,5916942,"5,42,32,38,918.80",154991
24-Feb-21,EQ,918,919.45,905.5,909.95,913,916,913.47,"1,067.00",375.25,3435827,"3,13,85,12,395.50",97531
25-Feb-21,EQ,925.9,934.05,922.15,916,931.8,929.25,929.63,"1,067.00",375.25,6234947,"5,79,61,72,592.50",203430
26-Feb-21,EQ,908,925,905.1,929.25,911,909.45,914.25,"1,067.00",375.25,9198218,"8,40,94,90,272.50",215577
01-Mar-21,EQ,916,934.45,915.65,909.45,931,930.35,929.18,"1,067.00",375.25,5397960,"5,01,56,49,590.60",133976
02-Mar-21,EQ,933.85,957.9,928.6,930.35,952,953.75,945.4,"1,067.00",375.25,6715548,"6,34,88,72,636.50",141499
03-Mar-21,EQ,965,968,947,953.75,963.35,965.25,959.91,"1,067.00",375.25,5742015,"5,51,18,05,742.25",123910
04-Mar-21,EQ,952,969.9,951.35,965.25,960.25,958,961.42,"1,067.00",375.25,6268541,"6,02,66,76,809.75",140258
05-Mar-21,EQ,956.1,972,936.3,958,943.75,941.5,958.3,"1,067.00",375.25,5992152,"5,74,22,63,104.90",122836
08-Mar-21,EQ,952.5,973,944,941.5,964.1,961.9,962.03,"1,067.00",375.25,5621823,"5,40,83,57,440.40",112495
09-Mar-21,EQ,964.1,976.9,949.1,961.9,976.1,973.15,964.46,"1,067.00",375.25,5440319,"5,24,69,47,170.85",142977
10-Mar-21,EQ,985.7,995.1,979.7,973.15,987,988.5,988.27,"1,067.00",375.25,7694950,"7,60,47,16,573.90",183049
12-Mar-21,EQ,988.5,"1,002.80",973.6,988.5,980,979.25,989.42,"1,067.00",375.25,6447010,"6,37,87,79,711.90",189085
15-Mar-21,EQ,977.5,994.35,967.35,979.25,992.85,992.35,987.45,"1,067.00",375.25,5321081,"5,25,43,06,042.35",141690
16-Mar-21,EQ,993,"1,018.80",990.45,992.35,"1,008.05","1,007.25","1,008.92","1,067.00",375.25,8094575,"8,16,67,98,678.25",180173
17-Mar-21,EQ,"1,012.00","1,023.90",982.7,"1,007.25",990.5,987.45,"1,005.80","1,067.00",375.25,6758901,"6,79,81,22,996.00",166390
18-Mar-21,EQ,995,999.75,932.4,987.45,953.15,947.75,965.46,"1,067.00",375.25,8269566,"7,98,39,06,382.40",187399
19-Mar-21,EQ,950,969,937.7,947.75,962,960.45,959.16,"1,067.00",375.25,9004154,"8,63,63,97,808.00",173072
22-Mar-21,EQ,960.45,982.45,944.6,960.45,977.05,978.75,967.35,"1,067.00",399.3,4745254,"4,59,03,19,099.40",118618
23-Mar-21,EQ,983.65,992.9,971.8,978.75,981,980.85,982.19,"1,067.00",399.3,5158305,"5,06,64,21,078.55",135696
24-Mar-21,EQ,971.05,984.75,965.8,980.85,974.55,975.65,977.25,"1,067.00",399.3,3874331,"3,78,61,79,051.65",88387
25-Mar-21,EQ,970,974.5,950,975.65,962,957.05,965.24,"1,067.00",399.3,4879437,"4,70,98,28,579.65",110892
26-Mar-21,EQ,965,975,953.8,957.05,960,958.55,962.8,"1,067.00",399.3,4271178,"4,11,22,72,425.60",96782
30-Mar-21,EQ,965,"1,000.80",964.45,958.55,995.1,995.8,986.21,"1,067.00",399.3,5475051,"5,39,95,51,432.65",121367
31-Mar-21,EQ,"1,000.00","1,000.00",978.65,995.8,984.1,982.65,988.7,"1,067.00",399.3,4445140,"4,39,49,22,519.45",91412
01-Apr-21,EQ,992,"1,013.50",990.6,982.65,"1,000.60","1,002.60","1,004.36","1,067.00",399.3,5269079,"5,29,20,29,105.00",97439
05-Apr-21,EQ,"1,007.00","1,040.00","1,002.60","1,002.60","1,034.55","1,033.50","1,022.68","1,067.00",425,9452833,"9,66,72,01,514.45",235092
06-Apr-21,EQ,"1,039.00","1,040.60","1,020.25","1,033.50","1,029.00","1,028.40","1,028.99","1,067.00",425,4260257,"4,38,37,77,397.65",126271
07-Apr-21,EQ,"1,031.00","1,045.00","1,024.70","1,028.40","1,037.00","1,037.20","1,034.68","1,067.00",425,3551106,"3,67,42,64,937.80",105511
08-Apr-21,EQ,"1,044.00","1,054.40","1,031.65","1,037.20","1,037.15","1,037.50","1,041.24","1,067.00",425,4852068,"5,05,21,73,109.20",120480
09-Apr-21,EQ,"1,042.10","1,054.80","1,034.15","1,037.50","1,043.05","1,045.40","1,044.97","1,067.00",425,3708082,"3,87,48,42,000.00",82356
12-Apr-21,EQ,"1,042.95","1,042.95","1,001.20","1,045.40","1,012.95","1,009.40","1,015.97","1,067.00",447.85,5976427,"6,07,18,95,752.75",141109
13-Apr-21,EQ,"1,012.50","1,020.80",972.2,"1,009.40",988.3,983.4,991.02,"1,067.00",447.85,7773994,"7,70,42,18,737.95",191456
15-Apr-21,EQ,968,994.7,958.75,983.4,994,991.9,976.91,"1,067.00",447.85,7430279,"7,25,87,37,461.05",210308
16-Apr-21,EQ,"1,000.00","1,016.80",994.5,991.9,"1,016.00","1,012.75","1,009.97","1,067.00",447.85,4677808,"4,72,44,44,556.45",80815
19-Apr-21,EQ,996,"1,028.45",987.85,"1,012.75",990,994.6,"1,008.95","1,067.00",447.85,6239343,"6,29,52,07,034.30",141513
20-Apr-21,EQ,"1,006.00","1,006.00",957,994.6,960.9,961.3,972.08,"1,067.00",447.85,9742418,"9,47,03,62,573.40",211611
22-Apr-21,EQ,966,971.9,955.3,961.3,960.8,961.9,963.72,"1,067.00",447.85,4970596,"4,79,02,76,448.65",124163
23-Apr-21,EQ,964,974.85,950.2,961.9,956.5,955.65,962.69,"1,067.00",447.85,6023490,"5,79,87,44,595.95",125365
26-Apr-21,EQ,940,954.5,923.05,955.65,930,928.8,931.7,"1,067.00",467.25,19619972,"18,27,99,65,685.85",311431
27-Apr-21,EQ,931,938.55,923.4,928.8,930.3,928.85,928.06,"1,067.00",467.25,6406825,"5,94,59,38,317.20",180458
28-Apr-21,EQ,931.2,935.85,921.75,928.85,925.9,923.8,926.63,"1,067.00",467.25,6845677,"6,34,34,02,929.70",228230
29-Apr-21,EQ,929.7,929.7,907.1,923.8,910.3,909.55,914.34,"1,067.00",467.25,8588734,"7,85,29,87,703.40",363122
30-Apr-21,EQ,905,915,895.4,909.55,900.1,898.95,904.98,"1,067.00",467.25,10921664,"9,88,39,11,213.80",465056
03-May-21,EQ,898.75,910.45,891,898.95,909.9,907.7,903.47,"1,067.00",502.4,6871176,"6,20,78,72,991.15",192077
04-May-21,EQ,910,915,899.25,907.7,902.95,900.95,907.88,"1,067.00",502.4,6217026,"5,64,43,01,124.00",168209
05-May-21,EQ,903.95,910.8,900.6,900.95,910.15,909.4,906.28,"1,067.00",502.4,2696835,"2,44,40,85,189.35",101282
06-May-21,EQ,912,923.9,901.25,909.4,915.2,916,911.9,"1,067.00",502.4,6319104,"5,76,24,20,235.55",143748
07-May-21,EQ,918,921.4,913.7,916,915.55,916.4,917.07,"1,067.00",502.4,3651558,"3,34,87,26,455.40",78952
10-May-21,EQ,918.05,921.6,910.2,916.4,913.95,913.95,914.15,"1,067.00",505.25,4029147,"3,68,32,35,546.45",124563
11-May-21,EQ,908.5,912.45,905.1,913.95,907.4,907.3,908.42,"1,067.00",505.25,3818154,"3,46,84,99,141.50",123163
12-May-21,EQ,906.15,908.95,895,907.3,908.9,906.1,901.92,"1,067.00",505.25,4076940,"3,67,70,58,688.45",121902
14-May-21,EQ,909,912,896.5,906.1,910.6,910.35,903.96,"1,067.00",505.25,5184569,"4,68,66,26,714.10",141247
17-May-21,EQ,914.6,927.2,910.1,910.35,922,922.15,921.02,"1,067.00",506.2,7956551,"7,32,81,07,486.65",163399
18-May-21,EQ,928,939.5,924.5,922.15,932.9,931.6,933.07,"1,067.00",506.2,5913426,"5,51,76,68,114.00",150926
19-May-21,EQ,928,941,925.15,931.6,932.95,931.4,934.46,"1,067.00",506.2,4178834,"3,90,49,60,882.15",88976
20-May-21,EQ,932,934.8,922.05,931.4,925.45,924.4,925.34,"1,067.00",506.2,4753782,"4,39,88,78,266.80",131917
21-May-21,EQ,925.5,934.65,923,924.4,932,930.65,929.64,"1,067.00",506.2,4161547,"3,86,87,35,162.35",123901
24-May-21,EQ,931.5,939,927.7,930.65,933.05,932.8,934.27,"1,067.00",516,4191877,"3,91,63,39,863.65",82909
25-May-21,EQ,938,943.8,935.15,932.8,941,940.6,940.33,"1,067.00",516,5032874,"4,73,25,49,771.05",130222
26-May-21,EQ,940,948.95,932.55,940.6,946,945.8,941.45,"1,067.00",516,5017674,"4,72,39,12,196.55",122694
27-May-21,EQ,949,956.9,938.1,945.8,943,942.4,946.84,"1,067.00",516,9078274,"8,59,56,71,031.90",147589
28-May-21,EQ,940.05,949.75,937.4,942.4,944,942.55,943.91,"1,067.00",516,4098094,"3,86,82,44,727.50",100104
31-May-21,EQ,941.55,947.85,932.6,942.55,946,945.2,942.12,"1,067.00",545,4171524,"3,93,00,85,610.05",78150
